ticket-id,issue,category,expected_resolution
TKT-TEST-10019,Akun karyawan kontrak tidak otomatis nonaktif setelah kontrak berakhir padahal sudah 10 hari,Access,Nonaktifkan akun segera; eskalasi ke tim HR untuk review proses offboarding karyawan kontrak dan perbaiki workflow otomasi
TKT-TEST-10020,Karyawan tidak bisa login ke portal training online karena terlupa apakah menggunakan email korporat atau NIK,Access,Konfirmasi ke vendor portal training; umumnya menggunakan NIK sebagai username dan email korporat sebagai registrasi awal
TKT-TEST-10021,Akses ke drive bersama proyek tiba-tiba dicabut padahal karyawan masih aktif di proyek tersebut,Access,Cek apakah ada perubahan permission oleh admin lain; kembalikan akses sesuai konfirmasi Project Manager
TKT-TEST-10022,Karyawan tidak bisa login ke sistem absensi biometrik karena sidik jari tidak terdaftar di terminal baru,Access,Daftarkan ulang sidik jari karyawan di terminal biometrik bersama supervisor; update data di sistem HR terintegrasi
TKT-TEST-10023,Login ke Microsoft Teams gagal karena akun mendapatkan conditional access policy yang terlalu ketat,Access,Review conditional access policy di Azure AD; sesuaikan policy untuk perangkat yang sudah comply atau tambahkan pengecualian
TKT-TEST-10024,Karyawan tidak bisa masuk ke Outlook Web App karena browser yang digunakan tidak didukung,Access,Minta karyawan menggunakan browser yang didukung seperti Edge atau Chrome versi terbaru; arahkan ke https://outlook.office365.com
TKT-TEST-10025,Akun service desk karyawan IT junior tidak bisa membuka tiket dengan prioritas Critical,Access,Periksa role karyawan di portal ITSM; berikan izin 'Change Priority' atau sesuaikan level akses sesuai jabatan
TKT-TEST-10026,Karyawan senior tidak bisa akses laporan HR sensitif meski secara organisasi berhak,Access,Verifikasi struktur jabatan di Active Directory; pastikan karyawan ada di security group yang tepat untuk akses laporan HR sensitif
TKT-TEST-10027,Login ke aplikasi manajemen proyek gagal setelah migrasi server ke data center baru,Access,Update URL server aplikasi manajemen proyek di konfigurasi klien; distribusikan panduan update ke seluruh pengguna
TKT-TEST-10028,Karyawan tidak bisa akses cloud storage OneDrive karena kapasitas storage tenant hampir penuh,Access,Audit penggunaan storage tenant di M365 Admin Center; hapus file tidak terpakai atau minta perluasan kapasitas ke vendor
TKT-TEST-10029,Akun yang baru di-reset passwordnya tidak bisa login karena policy mengharuskan ganti password di login pertama tapi halaman redirect error,Access,"Reset ulang password via PowerShell dengan flag 'ChangePasswordAtLogon $false', biarkan karyawan masuk dulu lalu aktifkan kembali flagnya"
TKT-TEST-10030,Karyawan tidak bisa akses sistem rekrutmen internal untuk merujuk kandidat karena fitur referral dikunci,Access,Aktifkan fitur employee referral di portal rekrutmen untuk user role karyawan umum; konfirmasi dengan tim HR apakah program referral sedang berjalan
TKT-TEST-10031,Switch jaringan di lantai 4 tidak merespons setelah pemadaman listrik mendadak,Network,"Power cycle switch; jika tidak menyala, periksa kondisi fisik dan power supply; ganti unit jika ditemukan kerusakan hardware"
TKT-TEST-10032,Karyawan di kantor cabang Surabaya tidak bisa mengakses server aplikasi yang ada di HO Jakarta,Network,"Cek koneksi WAN/MPLS antara cabang dan HO; jika down, hubungi ISP untuk investigasi; sementara aktifkan jalur VPN backup"
TKT-TEST-10033,Printer jaringan di departemen Finance tidak bisa diakses oleh beberapa workstation setelah pergantian IP range,Network,Update IP printer di konfigurasi print server; distribusikan ulang printer driver dengan IP baru ke seluruh workstation Finance
TKT-TEST-10034,Kecepatan upload file ke server internal sangat lambat hanya dari satu ruangan tertentu,Network,Lakukan traceroute dan speedtest dari ruangan tersebut; periksa kabel patch dan port switch; ganti kabel atau port jika ditemukan masalah
TKT-TEST-10035,Akses ke internet dari jaringan guest Wi-Fi tiba-tiba tidak bisa sejak pergantian router,Network,Cek konfigurasi DHCP dan gateway pada SSID guest di controller Wi-Fi; pastikan routing ke internet melalui jalur yang benar
TKT-TEST-10036,Karyawan tidak bisa terhubung ke server FTP internal untuk transfer file berukuran besar,Network,Periksa apakah port FTP (21 dan range pasif) sudah dibuka di firewall; cek konfigurasi passive mode pada FTP server
TKT-TEST-10037,Jaringan kabel LAN di ruang server room mengalami packet loss tinggi secara intermittent,Network,Jalankan ping test terus-menerus ke gateway; periksa kualitas kabel Cat6 dan kondisi port switch; ganti komponen yang dicurigai bermasalah
TKT-TEST-10038,IP conflict terdeteksi di segmen jaringan Marketing yang menyebabkan beberapa PC offline,Network,Scan subnet menggunakan nmap atau Angry IP Scanner; identifikasi perangkat yang menggunakan IP statis duplikat; pindahkan ke IP yang tersedia
TKT-TEST-10039,VPN site-to-site antara Acme HO dan pabrik cabang Karawang putus sejak semalam,Network,Cek status tunnel di Palo Alto firewall; periksa log IKE phase 1 dan 2; restart tunnel jika konfigurasi masih valid
TKT-TEST-10040,DHCP server tidak memberikan IP ke laptop baru yang didaftarkan di jaringan kantor,Network,Cek apakah DHCP pool sudah penuh; tambahkan range jika perlu; pastikan MAC address laptop tidak ter-blacklist di DHCP server
TKT-TEST-10041,Karyawan tidak bisa mengakses intranet perusahaan dari browser karena redirect ke halaman error 502,Network,Periksa status web server intranet; restart service nginx/Apache jika down; cek log untuk identify root cause error 502
TKT-TEST-10042,Koneksi ke cloud storage eksternal (OneDrive/Google Drive) sangat lambat di seluruh kantor,Network,Cek utilisasi bandwidth WAN; periksa apakah ada traffic yang mendominasi; koordinasikan dengan ISP jika utilisasi normal tapi lambat
TKT-TEST-10043,Alarm sistem keamanan jaringan (IDS/IPS) berbunyi karena terdeteksi aktivitas scanning internal,Network,Investigasi log IDS untuk identifikasi sumber scanning; isolasi workstation mencurigakan; lakukan scan antimalware menyeluruh
TKT-TEST-10044,Telepon IP (VoIP) di lobby kantor tidak bisa menerima panggilan masuk setelah dipindah ke meja baru,Network,Cek apakah port switch baru sudah diaktifkan untuk VLAN Voice; konfigurasi ulang port sebagai access port dengan VLAN yang benar
TKT-TEST-10045,Latency ke server produksi SAP meningkat drastis sejak 2 hari lalu,Network,Jalankan traceroute dan periksa setiap hop; cek utilisasi CPU/memory switch core; koordinasikan dengan Network team untuk analisis mendalam
TKT-TEST-10046,Access point di area gudang tidak memancarkan sinyal meski power LED menyala,Network,Cek status access point di controller; lakukan factory reset dan re-adopt ke controller; periksa firmware versi terbaru
TKT-TEST-10047,Beberapa email keluar dari domain @acme.example masuk ke folder spam penerima eksternal,Network,"Periksa SPF, DKIM, dan DMARC record di DNS; pastikan semua relay mail server terdaftar di SPF record; laporkan ke vendor jika reputasi IP bermasalah"
TKT-TEST-10048,Karyawan tidak bisa akses portal Microsoft 365 dari jaringan kantor tapi bisa dari hotspot HP,Network,Cek apakah proxy atau firewall memblokir Microsoft 365 endpoints; pastikan URL whitelist sesuai dokumentasi resmi Microsoft
TKT-TEST-10049,"NTP server internal tidak bisa disinkronkan, menyebabkan jam di server-server produksi tidak akurat",Network,Periksa koneksi NTP server ke upstream provider; pastikan port UDP 123 terbuka di firewall; restart service NTP jika perlu
TKT-TEST-10050,Bandwidth monitoring menunjukkan penggunaan tinggi tidak wajar dari satu IP address di jam malam,Network,Investigasi IP tersebut di log firewall; identifikasi asal perangkat; isolasi jika mencurigakan dan lakukan forensik sederhana
TKT-TEST-10051,Beberapa workstation tidak bisa resolve hostname internal sejak DNS server primer di-restart,Network,Cek apakah service DNS sudah fully running setelah restart; verifikasi zone file tidak korup; pastikan workstation mengarah ke DNS yang benar
TKT-TEST-10052,Koneksi Wi-Fi di ruang rapat executive sangat lambat selama meeting berlangsung,Network,Cek jumlah client yang terhubung di access point; pertimbangkan dedikasikan channel khusus atau tambah access point untuk ruangan tersebut
TKT-TEST-10053,Firewall memblokir akses ke website vendor yang dibutuhkan untuk proses tender,Network,"Verifikasi URL ke Security team; jika website legitimate, tambahkan ke whitelist firewall dengan persetujuan IT Manager"
TKT-TEST-10054,"Kabel SFP fiber optik di rack server putus, menyebabkan server storage tidak terhubung ke jaringan",Network,Ganti kabel SFP yang rusak; verifikasi koneksi setelah penggantian; cek apakah ada data loss dan lakukan recovery jika perlu
TKT-TEST-10055,Load balancer di depan web server internal menunjukkan error setelah update konfigurasi,Network,Rollback konfigurasi load balancer ke versi sebelumnya; lakukan pengujian bertahap sebelum apply konfigurasi baru
TKT-TEST-10056,Jaringan VLAN untuk IoT devices di lantai produksi tidak terisolasi dengan benar dari VLAN korporat,Network,Review dan perbaiki konfigurasi VLAN di switch produksi; pastikan inter-VLAN routing diblokir kecuali yang diperlukan
TKT-TEST-10057,Karyawan tidak bisa terima email dari domain eksternal tertentu karena di-reject oleh mail gateway,Network,"Cek log mail gateway untuk kode reject; jika domain legitimate, whitelist di anti-spam konfigurasi; pastikan tidak ada false positive"
TKT-TEST-10058,Server monitoring Zabbix/Nagios tidak mengirimkan alert meski ada perangkat yang down,Network,Cek konfigurasi alert di Zabbix/Nagios; pastikan email relay berfungsi; verifikasi trigger dan action sudah aktif
TKT-TEST-10059,Karyawan yang baru pindah ke ruangan baru tidak bisa terhubung ke jaringan kabel padahal kabel sudah terpasang,Network,Aktifkan port switch yang terhubung ke outlet kabel di ruangan baru; assign ke VLAN yang sesuai dengan divisi karyawan
TKT-TEST-10060,Remote desktop ke server development tidak bisa dilakukan dari jaringan luar meski VPN sudah aktif,Network,Cek apakah aturan firewall internal mengizinkan RDP (port 3389) dari subnet VPN; tambahkan rule yang diperlukan setelah verifikasi kebutuhan
TKT-TEST-10061,Headset karyawan yang digunakan untuk meeting online rusak dan tidak bisa mengeluarkan suara,Hardware,"Cek kebijakan penggantian aksesoris; jika headset termasuk aset IT, ajukan penggantian via ITSM; jika bukan aset IT, arahkan ke purchasing"
TKT-TEST-10062,Docking station karyawan tidak mengenali laptop setelah update driver terbaru,Hardware,Rollback driver docking station ke versi sebelumnya atau install driver terbaru dari website vendor; cek kompatibilitas model laptop
TKT-TEST-10063,Layar monitor karyawan berkedip-kedip terus menerus saat digunakan,Hardware,"Ganti kabel HDMI/DisplayPort terlebih dahulu; jika masih berkedip, uji dengan monitor lain; jika monitor yang rusak, ajukan penggantian via ITSM"
TKT-TEST-10064,PC desktop karyawan di divisi Accounting sering restart sendiri tanpa peringatan,Hardware,Cek Event Viewer Windows untuk error hardware; jalankan diagnostik RAM; periksa suhu CPU dan kondisi heatsink; ganti komponen bermasalah
TKT-TEST-10065,"Laptop karyawan tidak bisa di-charge, indikator baterai tidak muncul saat adapter terpasang",Hardware,"Coba adapter charger cadangan untuk isolasi masalah; jika masalah di baterai, ajukan penggantian; jika adapter, ganti adapter"
TKT-TEST-10066,Keyboard laptop karyawan beberapa tombolnya tidak berfungsi setelah terkena air,Hardware,"Matikan laptop segera; anginkan atau keringkan 24-48 jam; jika keyboard masih rusak, ajukan perbaikan atau penggantian laptop sesuai kebijakan"
TKT-TEST-10067,Scanner barcode di departemen logistik tidak terbaca oleh sistem warehouse management,Hardware,Cek apakah scanner barcode terdeteksi di Device Manager; install/update driver; pastikan format barcode sesuai konfigurasi sistem WMS
TKT-TEST-10068,Projector di ruang training IT menampilkan gambar buram dan tidak bisa difokuskan,Hardware,"Bersihkan lensa projector dengan lap microfiber; adjust focus ring secara manual; jika masih buram, kemungkinan lampu atau lensa mulai aus"
TKT-TEST-10069,Touchpad laptop karyawan tidak berfungsi setelah update Windows terbaru,Hardware,Roll back driver touchpad di Device Manager atau install driver dari website OEM; check apakah ada tombol FN untuk aktifkan touchpad
TKT-TEST-10070,Harddisk eksternal karyawan tidak terdeteksi di beberapa laptop tapi terdeteksi di yang lain,Hardware,"Cek apakah masalah di USB port laptop atau harddisk; coba port USB berbeda; jika harddisk bermasalah, lakukan recovery data sebelum penggantian"
TKT-TEST-10071,Karyawan meminta penggantian chair mat yang rusak karena klaim berkaitan dengan ergonomi kerja IT,Hardware,Chair mat bukan aset IT; arahkan karyawan ke General Affairs atau Procurement untuk pengajuan perlengkapan kantor
TKT-TEST-10072,Printer multifungsi di sekretariat mengeluarkan suara aneh saat mencetak dan hasil cetak bergaris,Hardware,"Bersihkan roller dan drum printer; cek toner/ink level; jalankan maintenance mode; jika masalah berlanjut, panggil teknisi resmi"
TKT-TEST-10073,Laptop karyawan sales tidak bisa digunakan di luar kantor karena baterai hanya bertahan 30 menit,Hardware,"Jalankan Windows Battery Report; jika kapasitas di bawah 40% dari desain, ajukan penggantian baterai via ITSM dengan persetujuan atasan"
TKT-TEST-10074,Webcam eksternal karyawan tidak terdeteksi di Zoom dan Teams,Hardware,Cek apakah webcam terdeteksi di Device Manager; install driver terbaru; pastikan tidak ada aplikasi lain yang menggunakan webcam secara eksklusif
TKT-TEST-10075,Karyawan meminta pengadaan standing desk karena keluhan nyeri punggung yang berhubungan dengan ergonomi,Hardware,"Standing desk adalah kebutuhan ergonomi, bukan perangkat IT; arahkan ke bagian HR atau General Affairs dengan rekomendasi dokter jika ada"
TKT-TEST-10076,"Mouse karyawan double click tanpa sengaja padahal hanya diklik sekali, mengganggu produktivitas",Hardware,"Coba adjust double-click speed di Control Panel; jika tidak membantu, ganti mouse; mouse dengan sensor aus umum menunjukkan gejala ini"
TKT-TEST-10077,Server fisik di data center menunjukkan lampu indikator merah pada salah satu slot disk,Hardware,Cek status RAID di iDRAC/ILO; identifikasi disk yang failed; ganti disk yang rusak menggunakan spare yang sesuai; rebuild RAID array
TKT-TEST-10078,Label printer kode produksi di lantai pabrik mencetak label yang buram setelah ganti roll label baru,Hardware,Cek kompatibilitas roll label dengan model printer; kalibrasi sensor label di menu printer; bersihkan print head dengan alkohol isopropil
TKT-TEST-10079,Karyawan melaporkan laptop sangat panas di bagian bawah saat digunakan lama,Hardware,Bersihkan kipas laptop dari debu menggunakan compressed air; ganti thermal paste CPU jika diperlukan; gunakan laptop cooler sebagai solusi sementara
TKT-TEST-10080,Power supply unit PC karyawan mengeluarkan bunyi beep saat dinyalakan pagi hari,Hardware,Bunyi beep menandakan POST error; catat pola beep dan konsultasikan kode beep di manual motherboard; kemungkinan RAM atau hardware lain bermasalah
TKT-TEST-10081,Karyawan meminta pengadaan laptop gaming untuk keperluan uji coba software desain 3D,Hardware,Verifikasi kebutuhan teknis dengan tim desain; ajukan permohonan perangkat melalui ITSM dengan justifikasi kebutuhan bisnis dan approval departemen
TKT-TEST-10082,Kabel LAN built-in laptop tidak berfungsi namun Wi-Fi masih bisa digunakan,Hardware,"Update driver network adapter; jika masih tidak berfungsi, kemungkinan port LAN rusak fisik; gunakan USB to LAN adapter sebagai solusi sementara"
TKT-TEST-10083,UPS di ruang server berbunyi terus-menerus dan tidak mau berhenti meski listrik PLN normal,Hardware,Cek status baterai UPS di panel; kemungkinan baterai sudah lemah dan perlu diganti; lakukan load test untuk konfirmasi; hubungi vendor UPS
TKT-TEST-10084,Tablet karyawan yang digunakan untuk form checklist di lapangan layarnya retak tapi masih bisa digunakan,Hardware,"Periksa asuransi perangkat jika ada; jika layar masih fungsional, pasang screen protector sementara; ajukan perbaikan via ITSM"
TKT-TEST-10085,Fingerprint reader laptop tidak mengenali sidik jari karyawan setelah update Windows,Hardware,Update driver Windows Hello Fingerprint dari Device Manager; enroll ulang sidik jari di Settings > Accounts > Sign-in options
TKT-TEST-10086,Karyawan melaporkan hardisk laptop berbunyi klik-klik yang mencurigakan,Hardware,"Segera backup data penting; jalankan CrystalDiskInfo untuk cek SMART status; jika status bad atau caution, ganti HDD segera"
TKT-TEST-10087,Server rack di cabang kehabisan slot expansion dan tidak bisa menambahkan server baru,Hardware,"Lakukan audit utilisasi server yang ada; pertimbangkan virtualisasi jika belum; jika butuh ekspansi fisik, ajukan ke IT Manager untuk procurement rack baru"
TKT-TEST-10088,Komputer kiosk di lobby tidak menyala setelah pemadaman listrik kemarin malam,Hardware,"Cek fuse dan power supply; coba langsung colok ke stop kontak tanpa UPS untuk isolasi masalah; jika PC tidak menyala sama sekali, periksa PSU"
TKT-TEST-10089,Karyawan meminta penambahan RAM laptop untuk kebutuhan membuka banyak aplikasi bersamaan,Hardware,"Cek spec laptop untuk kemungkinan upgrade RAM; jika upgrade memungkinkan dan ada justifikasi bisnis, proses via ITSM dengan approval atasan"
TKT-TEST-10090,Printer di HR tidak bisa cetak amplop berukuran khusus untuk surat resmi,Hardware,Konfigurasi custom paper size di printer driver; pastikan tray yang digunakan sesuai; konsultasikan manual printer untuk ukuran amplop yang didukung
TKT-TEST-10091,Karyawan tidak bisa menginput data purchase order baru di SAP karena field mandatory tidak muncul,ERP,Cek konfigurasi transaction ME21N; kemungkinan customizing field telah berubah; koordinasikan dengan SAP Basis dan ABAP team untuk investigasi
TKT-TEST-10092,Laporan aging piutang di SAP modul FI menampilkan data yang berbeda dengan laporan manual,ERP,Validasi parameter laporan; cek apakah ada posting yang belum di-clear; koordinasikan dengan Finance untuk rekonsiliasi data
TKT-TEST-10093,Proses goods receipt di SAP gagal dengan pesan error 'Posting Period Not Open',ERP,Buka posting period di SAP melalui transaksi MMPV atau OB52; koordinasikan dengan SAP Basis dan tim Finance untuk approval pembukaan period
TKT-TEST-10094,Karyawan tidak bisa akses SAP Fiori launchpad dari tablet Android di luar kantor,ERP,Pastikan VPN aktif; cek kompatibilitas browser di tablet (gunakan Chrome terbaru); pastikan URL Fiori gateway terbaru sudah benar
TKT-TEST-10095,SAP menampilkan pesan dump ABAP saat menjalankan program laporan custom,ERP,Catat nomor dump dan kirimkan ke SAP Basis team; tim ABAP akan investigasi dan fix program yang bermasalah
TKT-TEST-10096,Proses payroll di SAP HR gagal di pertengahan dan meninggalkan data partial,ERP,Hentikan proses payroll segera; koordinasikan dengan SAP HR Consultant untuk reverse partial run; investigasi penyebab sebelum re-run
TKT-TEST-10097,Karyawan tidak bisa menggunakan fitur approval workflow di SAP karena step approver kosong,ERP,Konfigurasi approver di workflow management (SWI1 atau SWIA); koordinasikan dengan SAP Basis untuk setup rantai approval yang benar
TKT-TEST-10098,Data master material di SAP menampilkan informasi yang sudah tidak akurat sejak migrasi data,ERP,Ajukan permintaan data correction ke SAP Basis team dengan daftar material yang perlu dikoreksi; proses via request ITSM
TKT-TEST-10099,"Integrasi antara SAP dan sistem CRM tidak sinkron, data customer berbeda di kedua sistem",ERP,Periksa middleware/interface log; identifikasi record yang gagal sinkronisasi; koordinasikan dengan tim integrasi untuk re-sync data
TKT-TEST-10100,Karyawan tidak bisa melakukan stock transfer antar gudang di SAP karena movement type diblokir,ERP,Periksa konfigurasi movement type di OMJJ; unlock movement type yang dibutuhkan setelah koordinasi dengan tim logistik dan SAP Consultant
TKT-TEST-10101,Koneksi SAP Web GUI sangat lambat bagi pengguna di mobile device saat akses dari luar kantor,ERP,Optimasi profile SAP Web GUI; cek bandwidth VPN; pertimbangkan penggunaan SAP Fiori sebagai alternatif yang lebih ringan
TKT-TEST-10102,Laporan cost center di SAP menampilkan nilai negatif yang tidak seharusnya terjadi,ERP,Investigasi posting yang menyebabkan nilai negatif; koordinasikan dengan Finance dan SAP FI Consultant untuk analisis dan koreksi
TKT-TEST-10103,Karyawan tidak bisa input jam kerja di SAP Cross Application Time Sheet (CATS),ERP,Verifikasi konfigurasi CATS untuk karyawan tersebut; cek apakah cost center sudah di-assign; koordinasikan dengan HR dan SAP HCM Consultant
TKT-TEST-10104,SAP menampilkan error 'Maximum Number of Sessions Reached' saat karyawan mencoba buka window baru,ERP,"Minta karyawan tutup session yang tidak diperlukan; jika terus berulang, naikkan maksimum session di SAP system profile oleh Basis team"
TKT-TEST-10105,Proses depreciation aktiva tetap di SAP AA tidak berjalan di akhir bulan,ERP,Cek parameter depreciation run; pastikan semua aktiva punya depreciation key yang valid; jalankan AFAB dengan mode test dahulu sebelum produksi
TKT-TEST-10106,Karyawan warehouse tidak bisa scan barcode di SAP WM (Warehouse Management) menggunakan RF terminal,ERP,Cek koneksi RF terminal ke SAP; verifikasi konfigurasi warehouse number di SAP WM; restart RF server jika diperlukan
TKT-TEST-10107,Batch job SAP untuk auto-posting invoice tidak berjalan pada jadwal yang ditentukan,ERP,Cek status batch job di SM37; verifikasi background job tidak di-cancel oleh sistem; periksa log error dan reschedule jika perlu
TKT-TEST-10108,Report query di SAP BW (Business Warehouse) memerlukan waktu sangat lama untuk loading,ERP,Analisis query menggunakan RSRT; tambahkan aggregat jika diperlukan; koordinasikan dengan SAP BW Consultant untuk optimasi
TKT-TEST-10109,Karyawan tidak bisa mengakses transaksi SAP tertentu padahal sudah memiliki role yang seharusnya memberikan akses,ERP,Jalankan SU53 untuk melihat authorization object yang missing; koordinasikan dengan SAP Security Consultant untuk penyesuaian role
TKT-TEST-10110,Dokumen billing di SAP menampilkan nama customer yang salah meski master data sudah benar,ERP,Cek apakah ada partner function yang salah di sales order; verifikasi data partner di VD03; lakukan correction document jika diperlukan
TKT-TEST-10111,Proses MRP (Material Requirement Planning) di SAP menghasilkan purchase requisition berlebihan,ERP,Review parameter MRP di material master (MM02); periksa safety stock dan lot size setting; koordinasikan dengan planner dan SAP PP Consultant
TKT-TEST-10112,Karyawan Quality Control tidak bisa menutup inspection lot di SAP QM,ERP,Periksa apakah semua usage decision sudah diisi; cek apakah ada karakteristik yang belum di-record; koordinasikan dengan SAP QM Consultant
TKT-TEST-10113,Email notifikasi dari SAP workflow tidak terkirim ke approver,ERP,Cek konfigurasi email di SCOT (SAPConnect); verifikasi routing email; pastikan background job untuk email berjalan di SM37
TKT-TEST-10114,Karyawan tidak bisa generate laporan GR/GI di SAP karena authorization ditolak,ERP,Jalankan SU53 untuk cek auth object yang kurang; tambahkan authorization di role yang sesuai setelah review dengan user dan manajemen
TKT-TEST-10115,"Data plant di SAP untuk cabang baru belum terkonfigurasi, menghalangi semua transaksi di plant tersebut",ERP,Koordinasikan dengan SAP Basis dan FI Consultant untuk konfigurasi organizational unit plant baru; proses memerlukan project resmi
TKT-TEST-10116,Karyawan tidak bisa menginput hasil produksi di SAP PP (Production Planning) karena production order terkunci,ERP,Cek status production order di CO03; unlock order jika terkunci tidak sengaja; koordinasikan dengan production supervisor
TKT-TEST-10117,Proses intercompany purchase order antara dua company code di SAP gagal dengan error konfigurasi,ERP,Verifikasi konfigurasi intercompany di OBYA dan OBCB; koordinasikan dengan SAP FI Consultant dan Finance kedua perusahaan
TKT-TEST-10118,"Output dokumen SAP (laporan, invoice) tidak bisa dicetak ke printer jaringan",ERP,Cek output device di SPAD; verifikasi printer jaringan terdaftar di SAP; restart spool server jika perlu; cek log di SP01
TKT-TEST-10119,Karyawan tidak bisa melakukan goods issue untuk produksi karena stok tercatat negatif di sistem,ERP,Investigasi penyebab stok negatif; lakukan stock adjustment dengan koordinasi logistik dan Finance; cari root cause untuk mencegah terulang
TKT-TEST-10120,Versi SAP GUI yang digunakan karyawan sudah terlalu lama dan tidak kompatibel dengan patch server terbaru,ERP,Distribusikan SAP GUI versi terbaru yang sesuai ke seluruh pengguna melalui software deployment tool; jadwalkan update di luar jam kerja
TKT-TEST-10121,Aplikasi Zoom tidak bisa join meeting dengan audio meski kamera dan mikrofon sudah diizinkan,Software,Cek setting audio output di Zoom; pastikan perangkat audio yang benar dipilih; update Zoom ke versi terbaru; coba uninstall dan reinstall
TKT-TEST-10122,Antivirus Symantec/Trend Micro di laptop karyawan tidak bisa update definisi virus terbaru,Software,Cek koneksi ke update server antivirus; pastikan firewall tidak memblokir domain update; jalankan manual update dari console manajemen antivirus
TKT-TEST-10123,Microsoft Word sering crash saat karyawan membuka file berukuran besar dengan banyak gambar,Software,Repair instalasi Office melalui Control Panel; disable COM add-ins yang tidak diperlukan; pastikan driver GPU up to date
TKT-TEST-10124,Karyawan tidak bisa menginstall Python untuk keperluan analisis data setelah permintaan disetujui,Software,Deploy Python via software deployment tool perusahaan (SCCM/Intune); jangan izinkan instalasi manual tanpa deployment resmi IT
